ScientificName;AphiaID;Trophy;typeMX;source;sourceType;contributor
Asterionellopsis glacialis;149139;phototroph;NA;Helcom;routineMonitoring;Lisa
Asteroplanus karianus;251745;phototroph;NA;Helcom;routineMonitoring;Lisa
Bacillaria paxillifera;558243;phototroph;NA;Helcom;routineMonitoring;Lisa
Belonastrum berolinensis;621696;phototroph;NA;Helcom;routineMonitoring;Lisa
Brebissonia lanceolata;163765;phototroph;NA;Helcom;routineMonitoring;Lisa
Caloneis amphisbaena;149489;phototroph;NA;Helcom;routineMonitoring;Lisa
Caloneis amphisbaena var. subsalina;177949;phototroph;NA;Helcom;routineMonitoring;Lisa
Caloneis silicula;149492;phototroph;NA;Helcom;routineMonitoring;Lisa
Cavinula lacustris;163850;phototroph;NA;Helcom;routineMonitoring;Lisa
Campylodiscus clypeus;163816;phototroph;NA;Helcom;routineMonitoring;Lisa
Cocconeis pediculus;149377;phototroph;NA;Helcom;routineMonitoring;Lisa
Cocconeis placentula;148990;phototroph;NA;Helcom;routineMonitoring;Lisa
Cocconeis placentula;163873;phototroph;NA;Helcom;routineMonitoring;Lisa
Cocconeis scutellum;149376;phototroph;NA;Helcom;routineMonitoring;Lisa
Cocconeis scutellum var. scutellum;163880;phototroph;NA;Helcom;routineMonitoring;Lisa
Cymatopleura solea;149008;phototroph;NA;Helcom;routineMonitoring;Lisa
Cymatosira;149011;phototroph;NA;Helcom;routineMonitoring;Lisa
Cymbella cistula;149549;phototroph;NA;Helcom;routineMonitoring;Lisa
Cymbella obtusiuscula;163982;phototroph;NA;Helcom;routineMonitoring;Lisa
Cymbella;149538;phototroph;NA;Helcom;routineMonitoring;Lisa
Diatoma constricta;163990;phototroph;NA;Helcom;routineMonitoring;Lisa
Diatoma vulgaris;418624;phototroph;NA;Helcom;routineMonitoring;Lisa
Diploneis didyma;149195;phototroph;NA;Helcom;routineMonitoring;Lisa
Diploneis elliptica;156558;phototroph;NA;Helcom;routineMonitoring;Lisa
Diploneis interrupta;149019;phototroph;NA;Helcom;routineMonitoring;Lisa
Eunotia zasuminensis;172371;phototroph;NA;Helcom;routineMonitoring;Lisa
Eunotia;149402;phototroph;NA;Helcom;routineMonitoring;Lisa
Fragilaria capucina;149361;phototroph;NA;Helcom;routineMonitoring;Lisa
Fragilaria capucina var. capucina;172385;phototroph;NA;Helcom;routineMonitoring;Lisa
Fragilaria crotonensis;149360;phototroph;NA;Helcom;routineMonitoring;Lisa
Fragilaria heidenii;172397;phototroph;NA;Helcom;routineMonitoring;Lisa
Fragilaria istvanffyi;172402;phototroph;NA;Helcom;routineMonitoring;Lisa
Fragilariforma virescens;172411;phototroph;NA;Helcom;routineMonitoring;Lisa
Fragilariopsis cylindrus;172418;phototroph;NA;Helcom;routineMonitoring;Lisa
Gomphonema olivaceum;149562;phototroph;NA;Helcom;routineMonitoring;Lisa
Gomphonema olivaceum var. olivaceum;176158;phototroph;NA;Helcom;routineMonitoring;Lisa
Gyrosigma attenuatum;661267;phototroph;NA;Helcom;routineMonitoring;Lisa
Gyrosigma eximium;172522;phototroph;NA;Helcom;routineMonitoring;Lisa
Gyrosigma fasciola;149494;phototroph;NA;Helcom;routineMonitoring;Lisa
Gyrosigma macrum;180325;phototroph;NA;Helcom;routineMonitoring;Lisa
Gyrosigma strigilis;180338;phototroph;NA;Helcom;routineMonitoring;Lisa
Hippodonta capitata;447739;phototroph;NA;Helcom;routineMonitoring;Lisa
Hippodonta hungarica;447740;phototroph;NA;Helcom;routineMonitoring;Lisa
Hippodonta lesmonensis;495357;phototroph;NA;Helcom;routineMonitoring;Lisa
Licmophora abbreviata;157062;phototroph;NA;Helcom;routineMonitoring;Lisa
Licmophora gracilis;149343;phototroph;NA;Helcom;routineMonitoring;Lisa
Licmophora gracilis var. gracilis;172614;phototroph;NA;Helcom;routineMonitoring;Lisa
Mastogloia smithii;157053;phototroph;NA;Helcom;routineMonitoring;Lisa
Mastogloia smithii var. smithii;180410;phototroph;NA;Helcom;routineMonitoring;Lisa
Meridion circulare;149346;phototroph;NA;Helcom;routineMonitoring;Lisa
Meridion circulare var. circulare;180420;phototroph;NA;Helcom;routineMonitoring;Lisa
Meuniera membranacea;149145;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula cari;149452;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula cryptocephala;149203;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula digitoradiata;149459;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula gregaria;172799;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula peregrina var. meniscus;180665;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula palpebralis;149472;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula peregrina;149456;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula peregrina var. peregrina;172725;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula platystoma;172848;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula reinhardtii;609902;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula rhynchocephala;149444;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula transitans;149320;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula transitans var. derasa;175320;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula transitans var. derasa f. delicatula;175321;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula transitans var. transitans;175319;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula tripunctata;149204;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula vanhoeffenii;175326;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula viridula;661256;phototroph;NA;Helcom;routineMonitoring;Lisa
Navicula viridula var. viridula;175334;phototroph;NA;Helcom;routineMonitoring;Lisa
Nitzschia acicularis;149046;phototroph;NA;Helcom;routineMonitoring;Lisa
Nitzschia acicularis var. acicularis;175373;phototroph;NA;Helcom;routineMonitoring;Lisa
Nitzschia acicularis var. closterioides;175374;phototroph;NA;Helcom;routineMonitoring;Lisa
Nitzschia frigida;175400;phototroph;NA;Helcom;routineMonitoring;Lisa
Nitzschia holsatica;175438;phototroph;NA;Helcom;routineMonitoring;Lisa
Nitzschia intermedia;175421;phototroph;NA;Helcom;routineMonitoring;Lisa
Nitzschia paleacea;609727;phototroph;NA;Helcom;routineMonitoring;Lisa
Nitzschia sigmoidea;149604;phototroph;NA;Helcom;routineMonitoring;Lisa
Nitzschia vitrea;149596;phototroph;NA;Helcom;routineMonitoring;Lisa
Pauliella taeniata;163624;phototroph;NA;Helcom;routineMonitoring;Lisa
Petroneis humerosa;175573;phototroph;NA;Helcom;routineMonitoring;Lisa
Phaeodactylum tricornutum;175584;phototroph;NA;Helcom;routineMonitoring;Lisa
Pinnularia nobilis;609939;phototroph;NA;Helcom;routineMonitoring;Lisa
Pinnularia;149208;phototroph;NA;Helcom;routineMonitoring;Lisa
Pleurosigma salinarum;149509;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudo-nitzschia calliantha;246605;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudostaurosira parasitica;622459;phototroph;NA;Helcom;routineMonitoring;Lisa
Rhoicosphenia abbreviata;175794;phototroph;NA;Helcom;routineMonitoring;Lisa
Staurosira construens var. binodis;175932;phototroph;NA;Helcom;routineMonitoring;Lisa
Staurosira construens var. construens;175930;phototroph;NA;Helcom;routineMonitoring;Lisa
Staurosira venter;668408;phototroph;NA;Helcom;routineMonitoring;Lisa
Striatella unipunctata;149177;phototroph;NA;Helcom;routineMonitoring;Lisa
Surirella biseriata;149611;phototroph;NA;Helcom;routineMonitoring;Lisa
Surirella capronii;176063;phototroph;NA;Helcom;routineMonitoring;Lisa
Surirella crumena;149085;phototroph;NA;Helcom;routineMonitoring;Lisa
Surirella minuta;176078;phototroph;NA;Helcom;routineMonitoring;Lisa
Surirella robusta;176193;phototroph;NA;Helcom;routineMonitoring;Lisa
Synedra acus var. acus;176209;phototroph;NA;Helcom;routineMonitoring;Lisa
Synedra ulna;149187;phototroph;NA;Helcom;routineMonitoring;Lisa
Synedra;149186;phototroph;NA;Helcom;routineMonitoring;Lisa
Tabellaria flocculosa;157080;phototroph;NA;Helcom;routineMonitoring;Lisa
Tabellaria flocculosa var. asterionelloides;578550;phototroph;NA;Helcom;routineMonitoring;Lisa
Tabularia fasciculata;157061;phototroph;NA;Helcom;routineMonitoring;Lisa
Thalassionema frauenfeldii;555052;phototroph;NA;Helcom;routineMonitoring;Lisa
Thalassionema nitzschioides;149093;phototroph;NA;Helcom;routineMonitoring;Lisa
Ulnaria delicatissima;467133;phototroph;NA;Helcom;routineMonitoring;Lisa
Ulnaria delicatissima var. angustissima;467134;phototroph;NA;Helcom;routineMonitoring;Lisa
Goniochloris mutica;610314;phototroph;NA;Helcom;routineMonitoring;Lisa
Goniochloris smithii;610316;phototroph;NA;Helcom;routineMonitoring;Lisa
Gonyostomum semen;375674;phototroph;NA;Helcom;routineMonitoring;Lisa
Heterosigma;160584;phototroph;NA;Helcom;routineMonitoring;Lisa
Colacium vesiculosum;249707;phototroph;NA;Helcom;routineMonitoring;Lisa
Euglena viridis;163246;phototroph;NA;Helcom;routineMonitoring;Lisa
Eutreptia lanowii;248120;phototroph;NA;Helcom;routineMonitoring;Lisa
Eutreptia viridis;239029;phototroph;NA;Helcom;routineMonitoring;Lisa
Eutreptia;178582;phototroph;NA;Helcom;routineMonitoring;Lisa
Eutreptiella gymnastica;110652;phototroph;NA;Helcom;routineMonitoring;Lisa
Eutreptiella braarudii;248121;phototroph;NA;Helcom;routineMonitoring;Lisa
Lepocinclis acus;624247;phototroph;NA;Helcom;routineMonitoring;Lisa
Lepocinclis ovum;163408;phototroph;NA;Helcom;routineMonitoring;Lisa
Lepocinclis oxyuris;624255;phototroph;NA;Helcom;routineMonitoring;Lisa
Lepocinclis tripteris;624289;phototroph;NA;Helcom;routineMonitoring;Lisa
Monomorphina pyrum;447754;phototroph;NA;Helcom;routineMonitoring;Lisa
Phacus pleuronectes;163354;phototroph;NA;Helcom;routineMonitoring;Lisa
Trachelomonas hispida;163412;phototroph;NA;Helcom;routineMonitoring;Lisa
Trachelomonas volvocina;163404;phototroph;NA;Helcom;routineMonitoring;Lisa
Euglenales;21000;phototroph;NA;Helcom;routineMonitoring;Lisa
Closterium acerosum;578389;phototroph;NA;Helcom;routineMonitoring;Lisa
Closterium acutum;162726;phototroph;NA;Helcom;routineMonitoring;Lisa
Closterium acutum var. acutum;1304621;phototroph;NA;Helcom;routineMonitoring;Lisa
Closterium acutum var. variabile;670627;phototroph;NA;Helcom;routineMonitoring;Lisa
Closterium gracile;577818;phototroph;NA;Helcom;routineMonitoring;Lisa
Closterium lineatum;608739;phototroph;NA;Helcom;routineMonitoring;Lisa
Closterium moniliferum;577666;phototroph;NA;Helcom;routineMonitoring;Lisa
Closterium parvulum;162727;phototroph;NA;Helcom;routineMonitoring;Lisa
Closterium strigosum;578388;phototroph;NA;Helcom;routineMonitoring;Lisa
Spondylosium planum;609110;phototroph;NA;Helcom;routineMonitoring;Lisa
Staurastrum;162728;phototroph;NA;Helcom;routineMonitoring;Lisa
Staurodesmus triangularis;609286;phototroph;NA;Helcom;routineMonitoring;Lisa
Staurodesmus;577680;phototroph;NA;Helcom;routineMonitoring;Lisa
Xanthidium antilopeum;704932;phototroph;NA;Helcom;routineMonitoring;Lisa
Elakatothrix gelatinosa;572036;phototroph;NA;Helcom;routineMonitoring;Lisa
Elakatothrix genevensis;578431;phototroph;NA;Helcom;routineMonitoring;Lisa
Elakatothrix;572035;phototroph;NA;Helcom;routineMonitoring;Lisa
Chlorodendrales;17666;phototroph;NA;Helcom;routineMonitoring;Lisa
Pachysphaera;160594;phototroph;NA;Helcom;routineMonitoring;Lisa
Chlamydocapsa ampla;608478;phototroph;NA;Helcom;routineMonitoring;Lisa
Eudorina elegans;390665;phototroph;NA;Helcom;routineMonitoring;Lisa
Eudorina unicocca;616522;phototroph;NA;Helcom;routineMonitoring;Lisa
Fusola viridis;661077;phototroph;NA;Helcom;routineMonitoring;Lisa
Mychonastes jurisii;624375;phototroph;NA;Helcom;routineMonitoring;Lisa
Mychonastes elegans;578226;phototroph;NA;Helcom;routineMonitoring;Lisa
Pandorina morum;577877;phototroph;NA;Helcom;routineMonitoring;Lisa
Phacotus;577724;phototroph;NA;Helcom;routineMonitoring;Lisa
Polytoma;341343;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudosphaerocystis lacustris;592874;phototroph;NA;Helcom;routineMonitoring;Lisa
Treubaria triappendiculata;576717;phototroph;NA;Helcom;routineMonitoring;Lisa
Lobocystis planctonica;616373;phototroph;NA;Helcom;routineMonitoring;Lisa
Lobocystis;577869;phototroph;NA;Helcom;routineMonitoring;Lisa
Acutodesmus acutiformis;840479;phototroph;NA;Helcom;routineMonitoring;Lisa
Acutodesmus obliquus;623575;phototroph;NA;Helcom;routineMonitoring;Lisa
Ankistrodesmus falcatus;163490;phototroph;NA;Helcom;routineMonitoring;Lisa
Ankistrodesmus fusiformis;608578;phototroph;NA;Helcom;routineMonitoring;Lisa
Ankyra judayi;572080;phototroph;NA;Helcom;routineMonitoring;Lisa
Coelastrum astroideum;160551;phototroph;NA;Helcom;routineMonitoring;Lisa
Coelastrum pseudomicroporum;578217;phototroph;NA;Helcom;routineMonitoring;Lisa
Coelastrum sphaericum;164063;phototroph;NA;Helcom;routineMonitoring;Lisa
Coenocystis planctonica;616612;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus abundans;612498;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus armatus;612499;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus armatus var. armatus;1304622;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus armatus var. bicaudatus;672032;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus armatus var. spinosus;675366;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus bicellularis;249712;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus brasiliensis;612500;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus communis;576237;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus costato-granulatus;555806;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus denticulatus;612501;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus denticulatus var. denticulatus;1304623;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus denticulatus var. linearis;672034;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus dispar;612502;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus hystrix;612503;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus maximus;249713;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus opoliensis;612508;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus opoliensis var. opoliensis;1304624;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus protuberans;612511;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus serratus;612513;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus spinosus;612514;phototroph;NA;Helcom;routineMonitoring;Lisa
Desmodesmus;249711;phototroph;NA;Helcom;routineMonitoring;Lisa
Golenkinia radiata;164095;phototroph;NA;Helcom;routineMonitoring;Lisa
Hariotina reticulata;616367;phototroph;NA;Helcom;routineMonitoring;Lisa
Kirchneriella lunaris;164075;phototroph;NA;Helcom;routineMonitoring;Lisa
Kirchneriella obesa;164070;phototroph;NA;Helcom;routineMonitoring;Lisa
Lacunastrum gracillimum;624469;phototroph;NA;Helcom;routineMonitoring;Lisa
Lanceola spatulifera;618770;phototroph;NA;Helcom;routineMonitoring;Lisa
Monactinus simplex;621192;phototroph;NA;Helcom;routineMonitoring;Lisa
Monoraphidium arcuatum;558764;phototroph;NA;Helcom;routineMonitoring;Lisa
Monoraphidium convolutum;160592;phototroph;NA;Helcom;routineMonitoring;Lisa
Monoraphidium dybowskii;622807;phototroph;NA;Helcom;routineMonitoring;Lisa
Monoraphidium minutum;163101;phototroph;NA;Helcom;routineMonitoring;Lisa
Monoraphidium mirabile;248135;phototroph;NA;Helcom;routineMonitoring;Lisa
Neocystis ovalis;618663;phototroph;NA;Helcom;routineMonitoring;Lisa
Raphidocelis danubiana;616378;phototroph;NA;Helcom;routineMonitoring;Lisa
Raphidocelis sigmoidea;617246;phototroph;NA;Helcom;routineMonitoring;Lisa
Raphidocelis;163110;phototroph;NA;Helcom;routineMonitoring;Lisa
Parapediastrum biradiatum;577885;phototroph;NA;Helcom;routineMonitoring;Lisa
Pediastrum angulosum;409685;phototroph;NA;Helcom;routineMonitoring;Lisa
Pediastrum angulosum var. angulosum;1335215;phototroph;NA;Helcom;routineMonitoring;Lisa
Pediastrum duplex var. duplex;1304625;phototroph;NA;Helcom;routineMonitoring;Lisa
Pediastrum integrum;164060;phototroph;NA;Helcom;routineMonitoring;Lisa
Planktosphaeria gelatinosa;572071;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudopediastrum boryanum var. boryanum;1304626;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudopediastrum boryanum var. longicorne;846302;phototroph;NA;Helcom;routineMonitoring;Lisa
Scenedesmus apiculatus;626622;phototroph;NA;Helcom;routineMonitoring;Lisa
Scenedesmus arcuatus;164076;phototroph;NA;Helcom;routineMonitoring;Lisa
Scenedesmus arcuatus var. arcuatus;1304627;phototroph;NA;Helcom;routineMonitoring;Lisa
Scenedesmus caudato-aculeolatus;610917;phototroph;NA;Helcom;routineMonitoring;Lisa
Scenedesmus ellipticus;163125;phototroph;NA;Helcom;routineMonitoring;Lisa
Scenedesmus obtusus;608635;phototroph;NA;Helcom;routineMonitoring;Lisa
Scenedesmus parvus;625472;phototroph;NA;Helcom;routineMonitoring;Lisa
Schroederia setigera;248166;phototroph;NA;Helcom;routineMonitoring;Lisa
Selenastrum bibraianum;577758;phototroph;NA;Helcom;routineMonitoring;Lisa
Selenastrum gracile;579767;phototroph;NA;Helcom;routineMonitoring;Lisa
Stauridium tetras;248146;phototroph;NA;Helcom;routineMonitoring;Lisa
Tetradesmus lagerheimii;1289276;phototroph;NA;Helcom;routineMonitoring;Lisa
Tetraedron caudatum;576706;phototroph;NA;Helcom;routineMonitoring;Lisa
Tetraedron minimum;178956;phototroph;NA;Helcom;routineMonitoring;Lisa
Tetraedron triangulare;558727;phototroph;NA;Helcom;routineMonitoring;Lisa
Tetrastrum elegans;608641;phototroph;NA;Helcom;routineMonitoring;Lisa
Westella botryoides;577930;phototroph;NA;Helcom;routineMonitoring;Lisa
Willea apiculata;839163;phototroph;NA;Helcom;routineMonitoring;Lisa
Willea rectangularis;840472;phototroph;NA;Helcom;routineMonitoring;Lisa
Sphaerocystis planctonica;576698;phototroph;NA;Helcom;routineMonitoring;Lisa
Sphaerocystis schroeteri;248170;phototroph;NA;Helcom;routineMonitoring;Lisa
Sphaerocystis;248169;phototroph;NA;Helcom;routineMonitoring;Lisa
Tetraspora lemmermannii;608647;phototroph;NA;Helcom;routineMonitoring;Lisa
Chlorogonium maximum;578342;phototroph;NA;Helcom;routineMonitoring;Lisa
Chlorogonium minimum;608429;phototroph;NA;Helcom;routineMonitoring;Lisa
Gonium pectorale;577672;phototroph;NA;Helcom;routineMonitoring;Lisa
Spermatozopsis exsultans;578433;phototroph;NA;Helcom;routineMonitoring;Lisa
Tetrabaena socialis;578346;phototroph;NA;Helcom;routineMonitoring;Lisa
Planctococcus sphaerocystiformis;618773;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudoscourfieldia marina;134566;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudoscourfieldia;134534;phototroph;NA;Helcom;routineMonitoring;Lisa
Halosphaera viridis;134546;phototroph;NA;Helcom;routineMonitoring;Lisa
Pyramimonas virginica;134559;phototroph;NA;Helcom;routineMonitoring;Lisa
Closteriopsis longissima;572005;phototroph;NA;Helcom;routineMonitoring;Lisa
Crucigeniella irregularis;248175;phototroph;NA;Helcom;routineMonitoring;Lisa
Dictyosphaerium ehrenbergianum;178625;phototroph;NA;Helcom;routineMonitoring;Lisa
Dictyosphaerium subsolitarium;576240;phototroph;NA;Helcom;routineMonitoring;Lisa
Franceia ovalis;577840;phototroph;NA;Helcom;routineMonitoring;Lisa
Micractinium pusillum;163479;phototroph;NA;Helcom;routineMonitoring;Lisa
Mucidosphaerium pulchellum;624695;phototroph;NA;Helcom;routineMonitoring;Lisa
Nephrochlamys rostrata;572053;phototroph;NA;Helcom;routineMonitoring;Lisa
Granulocystopsis decorata;616372;phototroph;NA;Helcom;routineMonitoring;Lisa
Lagerheimia ciliata;572054;phototroph;NA;Helcom;routineMonitoring;Lisa
Lagerheimia citriformis;248128;phototroph;NA;Helcom;routineMonitoring;Lisa
Lagerheimia longiseta var. longiseta;1304628;phototroph;NA;Helcom;routineMonitoring;Lisa
Lagerheimia subsalsa;178941;phototroph;NA;Helcom;routineMonitoring;Lisa
Lagerheimia wratislaviensis;178944;phototroph;NA;Helcom;routineMonitoring;Lisa
Oocystis borgei;248141;phototroph;NA;Helcom;routineMonitoring;Lisa
Oocystis lacustris;178936;phototroph;NA;Helcom;routineMonitoring;Lisa
Oocystis naegelii;608602;phototroph;NA;Helcom;routineMonitoring;Lisa
Oocystis parva;178613;phototroph;NA;Helcom;routineMonitoring;Lisa
Oocystis pelagica;248144;phototroph;NA;Helcom;routineMonitoring;Lisa
Oocystis rhomboidea;254441;phototroph;NA;Helcom;routineMonitoring;Lisa
Oocystis solitaria;178934;phototroph;NA;Helcom;routineMonitoring;Lisa
Oocystis submarina;248145;phototroph;NA;Helcom;routineMonitoring;Lisa
Quadricoccus ellipticus;623185;phototroph;NA;Helcom;routineMonitoring;Lisa
Quadricoccus euryhalinicus;613622;phototroph;NA;Helcom;routineMonitoring;Lisa
Quadricoccus verrucosus;616377;phototroph;NA;Helcom;routineMonitoring;Lisa
Tetrachlorella alternans;578246;phototroph;NA;Helcom;routineMonitoring;Lisa
Koliella longiseta;248126;phototroph;NA;Helcom;routineMonitoring;Lisa
Koliella spiculiformis;248127;phototroph;NA;Helcom;routineMonitoring;Lisa
Koliella spiralis;254440;phototroph;NA;Helcom;routineMonitoring;Lisa
Choricystis chodatii;619248;phototroph;NA;Helcom;routineMonitoring;Lisa
Choricystis coccoides;625389;phototroph;NA;Helcom;routineMonitoring;Lisa
Crucigenia fenestrata;558759;phototroph;NA;Helcom;routineMonitoring;Lisa
Crucigenia tetrapedia;178619;phototroph;NA;Helcom;routineMonitoring;Lisa
Lemmermannia komarekii;839085;phototroph;NA;Helcom;routineMonitoring;Lisa
Oltmannsiellopsis;494102;phototroph;NA;Helcom;routineMonitoring;Lisa
Binuclearia lauterbornii;575737;phototroph;NA;Helcom;routineMonitoring;Lisa
Commation;567048;phagotroph;NA;Helcom;routineMonitoring;Lisa
Bicosoeca;103987;phagotroph;NA;Helcom;routineMonitoring;Lisa
Cryothecomonas scybalophora;118047;phagotroph;NA;Helcom;routineMonitoring;Lisa
Cryothecomonas;118011;phagotroph;NA;Helcom;routineMonitoring;Lisa
Diaphanoeca grandis;105571;phagotroph;NA;Helcom;routineMonitoring;Lisa
Diaphanoeca sphaerica;105574;phagotroph;NA;Helcom;routineMonitoring;Lisa
Diaphanoeca;105513;phagotroph;NA;Helcom;routineMonitoring;Lisa
Desmarella moniliformis;105636;phagotroph;NA;Helcom;routineMonitoring;Lisa
Monosiga;105535;phagotroph;NA;Helcom;routineMonitoring;Lisa
Salpingoeca;105541;phagotroph;NA;Helcom;routineMonitoring;Lisa
Calliacantha natans;105561;phagotroph;NA;Helcom;routineMonitoring;Lisa
Calliacantha simplex;105562;phagotroph;NA;Helcom;routineMonitoring;Lisa
Calliacantha;105506;phagotroph;NA;Helcom;routineMonitoring;Lisa
Choanoflagellatea;580116;phagotroph;NA;Helcom;routineMonitoring;Lisa
Achroonema lentum;249691;phagotroph;NA;Helcom;routineMonitoring;Lisa
Achroonema proteiforme;648201;phagotroph;NA;Helcom;routineMonitoring;Lisa
Katablepharis ovalis;620842;phagotroph;NA;Helcom;routineMonitoring;Lisa
Katablepharis remigera;627117;phagotroph;NA;Helcom;routineMonitoring;Lisa
Katablepharis;601744;phagotroph;NA;Helcom;routineMonitoring;Lisa
Telonema;118028;phagotroph;NA;Helcom;routineMonitoring;Lisa
Laboea strobila;101264;mixotroph;GNCM;Leles et al. 2017;review;Lisa
Flagellates;146222;phototroph;NA;Helcom;routineMonitoring;Lisa
Achnanthes brevipes;149387;phototroph;NA;RWS;routineMonitoring;Lisa
Achnanthes longipes;156533;phototroph;NA;RWS;routineMonitoring;Lisa
Actinastrum;160542;phototroph;NA;RWS;routineMonitoring;Lisa
Actinocyclus cholnokyi;179603;phototroph;NA;RWS;routineMonitoring;Lisa
Actinocyclus senarius;162810;phototroph;NA;RWS;routineMonitoring;Lisa
Actinoptychus splendens;148949;phototroph;NA;RWS;routineMonitoring;Lisa
Alexandrium leei;109710;phototroph;NA;RWS;routineMonitoring;Lisa
Alexandrium margalefii;233447;phototroph;NA;RWS;routineMonitoring;Lisa
Amphidinium herdmanii;109731;phototroph;NA;RWS;routineMonitoring;Lisa
Amphidoma;109517;phototroph;NA;RWS;routineMonitoring;Lisa
Amphidoma acuminata;233194;phototroph;NA;RWS;routineMonitoring;Lisa
Amphiprora lepidoptera f. lepidoptera;983277;phototroph;NA;RWS;routineMonitoring;Lisa
Amphora laevis;149530;phototroph;NA;RWS;routineMonitoring;Lisa
Amphora laevissima var. perminuta;969098;phototroph;NA;RWS;routineMonitoring;Lisa
Ankistrodesmus;163489;phototroph;NA;RWS;routineMonitoring;Lisa
Apedinella;248096;phototroph;NA;RWS;routineMonitoring;Lisa
Asterionella frauenfeldii;176362;phototroph;NA;RWS;routineMonitoring;Lisa
Asterionella glacialis;148955;phototroph;NA;RWS;routineMonitoring;Lisa
Asterionella kariana;148956;phototroph;NA;RWS;routineMonitoring;Lisa
Bacillaria;149148;phototroph;NA;RWS;routineMonitoring;Lisa
Bacillaria ulna;176252;phototroph;NA;RWS;routineMonitoring;Lisa
Bacteriastrum;149118;phototroph;NA;RWS;routineMonitoring;Lisa
Bacteriastrum delicatulum;164108;phototroph;NA;RWS;routineMonitoring;Lisa
Bellerochea malleus;149306;phototroph;NA;RWS;routineMonitoring;Lisa
Bellerochea polymorpha;464448;phototroph;NA;RWS;routineMonitoring;Lisa
Biddulphia rhombus var. trigona;671778;phototroph;NA;RWS;routineMonitoring;Lisa
Biddulphia sinensis;148969;phototroph;NA;RWS;routineMonitoring;Lisa
Biddulphia subaequa;162953;phototroph;NA;RWS;routineMonitoring;Lisa
Bodonaceae;536197;phagotroph;NA;RWS;routineMonitoring;Lisa
Botryococcaceae;493881;phototroph;NA;RWS;routineMonitoring;Lisa
Braarudosphaera bigelowii;235922;phototroph;NA;RWS;routineMonitoring;Lisa
Brachiomonas;345436;phototroph;NA;RWS;routineMonitoring;Lisa
Brockmanniella;149136;phototroph;NA;RWS;routineMonitoring;Lisa
Cachonina;109532;phototroph;NA;RWS;routineMonitoring;Lisa
Calycomonas;160548;phototroph;NA;RWS;routineMonitoring;Lisa
Campylodiscus;149616;phototroph;NA;RWS;routineMonitoring;Lisa
Campylodiscus fastuosus;156599;phototroph;NA;RWS;routineMonitoring;Lisa
Campylosira cymbelliformis;149357;phototroph;NA;RWS;routineMonitoring;Lisa
Cerataulina bergonii;961694;phototroph;NA;RWS;routineMonitoring;Lisa
Cerataulus granulata;1322477;phototroph;NA;RWS;routineMonitoring;Lisa
Cerataulus radiatus;178126;phototroph;NA;RWS;routineMonitoring;Lisa
